Time (s),PAC-3310 Concentration (log M),Replicate,Fluorescence (RFU)
35,-6.0,2,72
40,-6.0,2,72
45,-6.0,2,73
50,-6.0,2,72
55,-6.0,2,73
60,-6.0,2,73
65,-6.0,2,73
70,-6.0,2,73
75,-6.0,2,74
80,-6.0,2,74
85,-6.0,2,73
90,-6.0,2,74
95,-6.0,2,73
100,-6.0,2,73
105,-6.0,2,73
110,-6.0,2,73
115,-6.0,2,73
120,-6.0,2,73
125,-6.0,2,73
130,-6.0,2,73
135,-6.0,2,73
140,-6.0,2,73
145,-6.0,2,73
150,-6.0,2,73
155,-6.0,2,73
160,-6.0,2,73
165,-6.0,2,73
170,-6.0,2,73
175,-6.0,2,73
180,-6.0,2,73
185,-6.0,2,72
190,-6.0,2,73
195,-6.0,2,72
200,-6.0,2,72
205,-6.0,2,72
210,-6.0,2,72
215,-6.0,2,72
220,-6.0,2,72
225,-6.0,2,72
230,-6.0,2,72
235,-6.0,2,71
240,-6.0,2,72
245,-6.0,2,71
250,-6.0,2,71
255,-6.0,2,71
260,-6.0,2,71
265,-6.0,2,71
270,-6.0,2,71
275,-6.0,2,70
280,-6.0,2,71
285,-6.0,2,70
290,-6.0,2,70
295,-6.0,2,71
300,-6.0,2,70
0,-6.0,3,66
5,-6.0,3,68
10,-6.0,3,69
15,-6.0,3,70
20,-6.0,3,71
25,-6.0,3,72
30,-6.0,3,72
35,-6.0,3,73
40,-6.0,3,74
45,-6.0,3,73
50,-6.0,3,73
55,-6.0,3,73
60,-6.0,3,74
65,-6.0,3,74
70,-6.0,3,74
75,-6.0,3,74
80,-6.0,3,74
85,-6.0,3,74
90,-6.0,3,74
95,-6.0,3,74
100,-6.0,3,74
105,-6.0,3,74
110,-6.0,3,74
115,-6.0,3,74
120,-6.0,3,74
125,-6.0,3,74
130,-6.0,3,74
135,-6.0,3,74
140,-6.0,3,74
145,-6.0,3,74
150,-6.0,3,74
155,-6.0,3,74
160,-6.0,3,74
165,-6.0,3,74
170,-6.0,3,74
175,-6.0,3,74
180,-6.0,3,74
185,-6.0,3,73
190,-6.0,3,74
195,-6.0,3,73
200,-6.0,3,74
205,-6.0,3,73
210,-6.0,3,74
215,-6.0,3,73
220,-6.0,3,74
225,-6.0,3,73
230,-6.0,3,73
235,-6.0,3,73
240,-6.0,3,73
245,-6.0,3,73
250,-6.0,3,73
255,-6.0,3,73
260,-6.0,3,72
265,-6.0,3,72
270,-6.0,3,72
275,-6.0,3,72
280,-6.0,3,72
285,-6.0,3,72
290,-6.0,3,72
295,-6.0,3,71
300,-6.0,3,71
0,-6.0,4,64
6,-6.0,4,66
12,-6.0,4,67
18,-6.0,4,68
24,-6.0,4,69
30,-6.0,4,70
36,-6.0,4,70
42,-6.0,4,70
48,-6.0,4,70
54,-6.0,4,71
60,-6.0,4,71
66,-6.0,4,71
72,-6.0,4,71
78,-6.0,4,71
84,-6.0,4,71
90,-6.0,4,71
96,-6.0,4,71
102,-6.0,4,71
108,-6.0,4,72
114,-6.0,4,72
120,-6.0,4,72
126,-6.0,4,72
132,-6.0,4,72
138,-6.0,4,72
144,-6.0,4,72
150,-6.0,4,72
156,-6.0,4,72
162,-6.0,4,72
168,-6.0,4,72
174,-6.0,4,72
180,-6.0,4,71
186,-6.0,4,72
192,-6.0,4,72
198,-6.0,4,71
204,-6.0,4,71
210,-6.0,4,71
216,-6.0,4,71
222,-6.0,4,71
228,-6.0,4,71
234,-6.0,4,71
240,-6.0,4,71
246,-6.0,4,71
252,-6.0,4,71
258,-6.0,4,71
264,-6.0,4,71
270,-6.0,4,70
276,-6.0,4,70
282,-6.0,4,70
288,-6.0,4,70
294,-6.0,4,70
300,-6.0,4,70
0,-7.0,1,68
5,-7.0,1,69
10,-7.0,1,70
15,-7.0,1,72
20,-7.0,1,72
25,-7.0,1,73
30,-7.0,1,72
35,-7.0,1,73
40,-7.0,1,73
45,-7.0,1,74
50,-7.0,1,74
55,-7.0,1,74
60,-7.0,1,74
65,-7.0,1,74
70,-7.0,1,74
75,-7.0,1,74
80,-7.0,1,74
85,-7.0,1,74
90,-7.0,1,74
95,-7.0,1,74
100,-7.0,1,74
105,-7.0,1,74
110,-7.0,1,74
115,-7.0,1,74
120,-7.0,1,74
125,-7.0,1,74
130,-7.0,1,74
135,-7.0,1,74
140,-7.0,1,74
145,-7.0,1,74
150,-7.0,1,74
155,-7.0,1,74
160,-7.0,1,73
165,-7.0,1,73
170,-7.0,1,74
175,-7.0,1,73
180,-7.0,1,73
185,-7.0,1,73
190,-7.0,1,73
195,-7.0,1,73
200,-7.0,1,73
205,-7.0,1,73
210,-7.0,1,73
215,-7.0,1,72
220,-7.0,1,72
225,-7.0,1,72
230,-7.0,1,72
235,-7.0,1,72
240,-7.0,1,72
245,-7.0,1,72
250,-7.0,1,72
255,-7.0,1,71
260,-7.0,1,71
265,-7.0,1,71
270,-7.0,1,71
275,-7.0,1,71
280,-7.0,1,71
285,-7.0,1,71
290,-7.0,1,71
295,-7.0,1,71
300,-7.0,1,71
0,-7.0,2,67
5,-7.0,2,69
10,-7.0,2,69
15,-7.0,2,71
20,-7.0,2,72
25,-7.0,2,72
30,-7.0,2,73
35,-7.0,2,73
40,-7.0,2,73
45,-7.0,2,74
50,-7.0,2,73
55,-7.0,2,74
60,-7.0,2,74
65,-7.0,2,75
70,-7.0,2,74
75,-7.0,2,75
80,-7.0,2,75
85,-7.0,2,75
90,-7.0,2,75
95,-7.0,2,75
100,-7.0,2,75
105,-7.0,2,75
110,-7.0,2,75
115,-7.0,2,74
120,-7.0,2,74
125,-7.0,2,74
130,-7.0,2,74
135,-7.0,2,74
140,-7.0,2,74
145,-7.0,2,74
150,-7.0,2,74
155,-7.0,2,74
160,-7.0,2,74
165,-7.0,2,74
170,-7.0,2,74
175,-7.0,2,73
180,-7.0,2,74
185,-7.0,2,73
190,-7.0,2,74
195,-7.0,2,73
200,-7.0,2,73
205,-7.0,2,73
210,-7.0,2,73
215,-7.0,2,73
220,-7.0,2,73
225,-7.0,2,72
230,-7.0,2,73
235,-7.0,2,72
240,-7.0,2,72
245,-7.0,2,72
250,-7.0,2,72
255,-7.0,2,72
260,-7.0,2,72
265,-7.0,2,72
270,-7.0,2,71
275,-7.0,2,71
280,-7.0,2,71
285,-7.0,2,71
290,-7.0,2,71
295,-7.0,2,71
300,-7.0,2,71
0,-7.0,3,65
5,-7.0,3,66
10,-7.0,3,67
15,-7.0,3,68
20,-7.0,3,68
25,-7.0,3,69
30,-7.0,3,69
35,-7.0,3,69
40,-7.0,3,69
45,-7.0,3,69
50,-7.0,3,70
55,-7.0,3,70
60,-7.0,3,70
65,-7.0,3,70
70,-7.0,3,70
75,-7.0,3,70
80,-7.0,3,70
85,-7.0,3,70
90,-7.0,3,70
95,-7.0,3,70
100,-7.0,3,70
105,-7.0,3,70
110,-7.0,3,70
115,-7.0,3,70
120,-7.0,3,70
125,-7.0,3,70
130,-7.0,3,70
135,-7.0,3,70
140,-7.0,3,70
145,-7.0,3,70
150,-7.0,3,69
155,-7.0,3,69
160,-7.0,3,69
165,-7.0,3,69
170,-7.0,3,69
175,-7.0,3,69
180,-7.0,3,69
185,-7.0,3,69
190,-7.0,3,69
195,-7.0,3,69
200,-7.0,3,69
205,-7.0,3,69
210,-7.0,3,69
215,-7.0,3,68
220,-7.0,3,69
225,-7.0,3,69
230,-7.0,3,68
235,-7.0,3,68
240,-7.0,3,68
245,-7.0,3,68
250,-7.0,3,68
255,-7.0,3,68
260,-7.0,3,68
265,-7.0,3,67
270,-7.0,3,67
275,-7.0,3,68
280,-7.0,3,67
285,-7.0,3,67
290,-7.0,3,67
295,-7.0,3,67
300,-7.0,3,67
0,-7.0,4,68
6,-7.0,4,67
12,-7.0,4,67
18,-7.0,4,68
24,-7.0,4,68
30,-7.0,4,68
36,-7.0,4,68
42,-7.0,4,68
48,-7.0,4,69
54,-7.0,4,68
60,-7.0,4,68
66,-7.0,4,68
72,-7.0,4,68
78,-7.0,4,68
84,-7.0,4,68
90,-7.0,4,68
96,-7.0,4,68
102,-7.0,4,68
108,-7.0,4,68
114,-7.0,4,68
120,-7.0,4,68
126,-7.0,4,68
132,-7.0,4,68
138,-7.0,4,68
144,-7.0,4,68
150,-7.0,4,68
156,-7.0,4,68
162,-7.0,4,68
168,-7.0,4,68
174,-7.0,4,68
180,-7.0,4,68
186,-7.0,4,67
192,-7.0,4,68
198,-7.0,4,67
204,-7.0,4,67
210,-7.0,4,67
216,-7.0,4,67
222,-7.0,4,67
228,-7.0,4,67
234,-7.0,4,67
240,-7.0,4,67
246,-7.0,4,67
252,-7.0,4,67
258,-7.0,4,66
264,-7.0,4,67
270,-7.0,4,67
276,-7.0,4,67
282,-7.0,4,67
288,-7.0,4,67
294,-7.0,4,66
300,-7.0,4,67
0,-8.0,1,71
5,-8.0,1,72
10,-8.0,1,73
15,-8.0,1,73
20,-8.0,1,73
25,-8.0,1,74
30,-8.0,1,74
35,-8.0,1,75
40,-8.0,1,75
45,-8.0,1,75
50,-8.0,1,75
55,-8.0,1,75
60,-8.0,1,76
65,-8.0,1,76
70,-8.0,1,76
75,-8.0,1,76
80,-8.0,1,76
85,-8.0,1,76
90,-8.0,1,76
95,-8.0,1,76
100,-8.0,1,76
105,-8.0,1,76
110,-8.0,1,76
115,-8.0,1,76
120,-8.0,1,76
125,-8.0,1,76
130,-8.0,1,76
135,-8.0,1,76
140,-8.0,1,76
145,-8.0,1,76
150,-8.0,1,75
155,-8.0,1,76
160,-8.0,1,76
165,-8.0,1,75
170,-8.0,1,75
175,-8.0,1,75
180,-8.0,1,75
185,-8.0,1,75
190,-8.0,1,75
195,-8.0,1,75
200,-8.0,1,75
205,-8.0,1,74
210,-8.0,1,75
215,-8.0,1,74
220,-8.0,1,74
225,-8.0,1,74
230,-8.0,1,74
235,-8.0,1,74
240,-8.0,1,74
245,-8.0,1,73
250,-8.0,1,74
255,-8.0,1,74
260,-8.0,1,74
265,-8.0,1,74
270,-8.0,1,73
275,-8.0,1,73
280,-8.0,1,73
285,-8.0,1,73
290,-8.0,1,73
295,-8.0,1,73
300,-8.0,1,72
0,-8.0,2,67
5,-8.0,2,68
10,-8.0,2,69
15,-8.0,2,70
20,-8.0,2,70
25,-8.0,2,71
30,-8.0,2,71
35,-8.0,2,72
40,-8.0,2,72
45,-8.0,2,72
50,-8.0,2,73
55,-8.0,2,73
60,-8.0,2,73
65,-8.0,2,73
70,-8.0,2,73
75,-8.0,2,73
80,-8.0,2,73
85,-8.0,2,74
90,-8.0,2,74
95,-8.0,2,73
100,-8.0,2,73
105,-8.0,2,73
110,-8.0,2,73
115,-8.0,2,74
120,-8.0,2,73
125,-8.0,2,73
130,-8.0,2,73
135,-8.0,2,73
140,-8.0,2,73
145,-8.0,2,73
150,-8.0,2,73
155,-8.0,2,73
160,-8.0,2,73
165,-8.0,2,73
170,-8.0,2,72
175,-8.0,2,73
180,-8.0,2,72
185,-8.0,2,73
190,-8.0,2,72
195,-8.0,2,72
200,-8.0,2,72
205,-8.0,2,72
210,-8.0,2,72
215,-8.0,2,71
220,-8.0,2,72
225,-8.0,2,71
230,-8.0,2,71
235,-8.0,2,71
240,-8.0,2,71
245,-8.0,2,71
250,-8.0,2,71
255,-8.0,2,71
260,-8.0,2,71
265,-8.0,2,70
270,-8.0,2,71
275,-8.0,2,70
280,-8.0,2,70
285,-8.0,2,70
290,-8.0,2,70
295,-8.0,2,70
300,-8.0,2,70
0,-8.0,3,65
5,-8.0,3,66
10,-8.0,3,67
15,-8.0,3,67
20,-8.0,3,68
25,-8.0,3,68
30,-8.0,3,69
35,-8.0,3,69
40,-8.0,3,69
45,-8.0,3,70
50,-8.0,3,70
55,-8.0,3,70
60,-8.0,3,70
65,-8.0,3,70
70,-8.0,3,70
75,-8.0,3,70
80,-8.0,3,70
85,-8.0,3,70
90,-8.0,3,71
95,-8.0,3,70
100,-8.0,3,71
105,-8.0,3,70
110,-8.0,3,70
115,-8.0,3,70
120,-8.0,3,70
125,-8.0,3,70
130,-8.0,3,70
135,-8.0,3,70
140,-8.0,3,70
145,-8.0,3,70
150,-8.0,3,70
155,-8.0,3,70
160,-8.0,3,70
165,-8.0,3,70
170,-8.0,3,70
175,-8.0,3,70
180,-8.0,3,70
185,-8.0,3,70
190,-8.0,3,69
195,-8.0,3,70
200,-8.0,3,69
205,-8.0,3,69
210,-8.0,3,69
215,-8.0,3,69
220,-8.0,3,69
225,-8.0,3,69
230,-8.0,3,69
235,-8.0,3,69
240,-8.0,3,69
245,-8.0,3,68
250,-8.0,3,68
255,-8.0,3,69
260,-8.0,3,68
265,-8.0,3,68
270,-8.0,3,68
275,-8.0,3,68
280,-8.0,3,68
285,-8.0,3,68
290,-8.0,3,68
295,-8.0,3,67
300,-8.0,3,68
0,-8.0,4,66
6,-8.0,4,66
12,-8.0,4,67
18,-8.0,4,68
24,-8.0,4,68
30,-8.0,4,68
36,-8.0,4,69
42,-8.0,4,69
48,-8.0,4,70
54,-8.0,4,69
60,-8.0,4,70
66,-8.0,4,70
72,-8.0,4,69
78,-8.0,4,70
84,-8.0,4,70
90,-8.0,4,70
96,-8.0,4,69
102,-8.0,4,70
108,-8.0,4,70
114,-8.0,4,69
120,-8.0,4,69
126,-8.0,4,70
132,-8.0,4,69
138,-8.0,4,70
144,-8.0,4,70
150,-8.0,4,70
156,-8.0,4,69
162,-8.0,4,69
168,-8.0,4,69
174,-8.0,4,69
180,-8.0,4,69
186,-8.0,4,69
192,-8.0,4,69
198,-8.0,4,69
204,-8.0,4,69
210,-8.0,4,69
216,-8.0,4,69
222,-8.0,4,69
228,-8.0,4,69
234,-8.0,4,68
240,-8.0,4,68
246,-8.0,4,68
252,-8.0,4,68
258,-8.0,4,68
264,-8.0,4,68
270,-8.0,4,68
276,-8.0,4,68
282,-8.0,4,68
288,-8.0,4,68
294,-8.0,4,68
300,-8.0,4,68
0,-9.0,1,74
5,-9.0,1,74
10,-9.0,1,73
15,-9.0,1,72
20,-9.0,1,71
25,-9.0,1,71
30,-9.0,1,71
35,-9.0,1,71
40,-9.0,1,71
45,-9.0,1,71
50,-9.0,1,71
55,-9.0,1,70
60,-9.0,1,70
65,-9.0,1,70
70,-9.0,1,70
75,-9.0,1,71
80,-9.0,1,71
85,-9.0,1,70
90,-9.0,1,71
95,-9.0,1,70
100,-9.0,1,71
105,-9.0,1,70
110,-9.0,1,70
115,-9.0,1,70
120,-9.0,1,70
125,-9.0,1,70
130,-9.0,1,70
135,-9.0,1,70
140,-9.0,1,70
145,-9.0,1,70
150,-9.0,1,69
155,-9.0,1,70
160,-9.0,1,69
165,-9.0,1,69
170,-9.0,1,69
175,-9.0,1,69
180,-9.0,1,69
185,-9.0,1,69
190,-9.0,1,69
195,-9.0,1,69
200,-9.0,1,69
205,-9.0,1,68
210,-9.0,1,68
215,-9.0,1,68
220,-9.0,1,68
225,-9.0,1,68
230,-9.0,1,68
235,-9.0,1,68
240,-9.0,1,68
245,-9.0,1,68
250,-9.0,1,68
255,-9.0,1,67
260,-9.0,1,67
265,-9.0,1,67
270,-9.0,1,67
275,-9.0,1,67
280,-9.0,1,67
285,-9.0,1,67
290,-9.0,1,66
295,-9.0,1,67
300,-9.0,1,67
0,-9.0,2,72
5,-9.0,2,72
10,-9.0,2,72
15,-9.0,2,73
20,-9.0,2,73
25,-9.0,2,73
30,-9.0,2,73
35,-9.0,2,73
40,-9.0,2,74
45,-9.0,2,74
50,-9.0,2,74
55,-9.0,2,74
60,-9.0,2,73
65,-9.0,2,74
70,-9.0,2,74
75,-9.0,2,73
80,-9.0,2,74
85,-9.0,2,74
90,-9.0,2,73
95,-9.0,2,74
100,-9.0,2,74
105,-9.0,2,73
110,-9.0,2,73
115,-9.0,2,74
120,-9.0,2,73
125,-9.0,2,73
130,-9.0,2,73
135,-9.0,2,73
140,-9.0,2,73
145,-9.0,2,73
150,-9.0,2,73
155,-9.0,2,72
160,-9.0,2,73
165,-9.0,2,72
170,-9.0,2,72
175,-9.0,2,72
180,-9.0,2,72
185,-9.0,2,72
190,-9.0,2,72
195,-9.0,2,71
200,-9.0,2,72
205,-9.0,2,71
210,-9.0,2,71
215,-9.0,2,71
220,-9.0,2,71
225,-9.0,2,70
230,-9.0,2,70
235,-9.0,2,70
240,-9.0,2,70
245,-9.0,2,70
250,-9.0,2,70
255,-9.0,2,70
260,-9.0,2,69
265,-9.0,2,70
270,-9.0,2,70
275,-9.0,2,70
280,-9.0,2,69
285,-9.0,2,69
290,-9.0,2,69
295,-9.0,2,69
300,-9.0,2,69
0,-9.0,3,67
5,-9.0,3,68
10,-9.0,3,69
15,-9.0,3,69
20,-9.0,3,69
25,-9.0,3,70
30,-9.0,3,70
35,-9.0,3,70
40,-9.0,3,70
45,-9.0,3,70
50,-9.0,3,70
55,-9.0,3,70
60,-9.0,3,70
65,-9.0,3,70
70,-9.0,3,70
75,-9.0,3,70
80,-9.0,3,70
85,-9.0,3,70
90,-9.0,3,70
95,-9.0,3,70
100,-9.0,3,70
105,-9.0,3,70
110,-9.0,3,70
115,-9.0,3,70
120,-9.0,3,70
125,-9.0,3,70
130,-9.0,3,70
135,-9.0,3,70
140,-9.0,3,70
145,-9.0,3,70
150,-9.0,3,70
155,-9.0,3,69
160,-9.0,3,69
165,-9.0,3,69
170,-9.0,3,69
175,-9.0,3,69
180,-9.0,3,69
185,-9.0,3,69
190,-9.0,3,69
195,-9.0,3,69
200,-9.0,3,69
205,-9.0,3,69
210,-9.0,3,69
215,-9.0,3,69
220,-9.0,3,69
225,-9.0,3,68
230,-9.0,3,68
235,-9.0,3,68
240,-9.0,3,68
245,-9.0,3,68
250,-9.0,3,68
255,-9.0,3,68
260,-9.0,3,67
265,-9.0,3,68
270,-9.0,3,68
275,-9.0,3,67
280,-9.0,3,67
285,-9.0,3,67
290,-9.0,3,67
295,-9.0,3,67
300,-9.0,3,67
0,-9.0,4,66
6,-9.0,4,66
12,-9.0,4,65
18,-9.0,4,65
24,-9.0,4,65
30,-9.0,4,65
36,-9.0,4,65
42,-9.0,4,65
48,-9.0,4,65
54,-9.0,4,65
60,-9.0,4,65
66,-9.0,4,65
72,-9.0,4,65
78,-9.0,4,65
84,-9.0,4,65
90,-9.0,4,65
96,-9.0,4,65
102,-9.0,4,65
108,-9.0,4,65
114,-9.0,4,65
120,-9.0,4,65
126,-9.0,4,64
132,-9.0,4,65
138,-9.0,4,64
144,-9.0,4,65
150,-9.0,4,65
156,-9.0,4,65
162,-9.0,4,65
168,-9.0,4,65
174,-9.0,4,65
180,-9.0,4,65
186,-9.0,4,65
192,-9.0,4,64
198,-9.0,4,64
204,-9.0,4,65
210,-9.0,4,64
216,-9.0,4,65
222,-9.0,4,64
228,-9.0,4,64
234,-9.0,4,64
240,-9.0,4,64
246,-9.0,4,64
252,-9.0,4,64
258,-9.0,4,64
264,-9.0,4,64
270,-9.0,4,64
276,-9.0,4,64
282,-9.0,4,63
288,-9.0,4,64
294,-9.0,4,63
300,-9.0,4,63
0,-10.0,1,80
5,-10.0,1,78
10,-10.0,1,77
15,-10.0,1,75
20,-10.0,1,74
25,-10.0,1,73
30,-10.0,1,72
35,-10.0,1,72
40,-10.0,1,72
45,-10.0,1,72
50,-10.0,1,72
55,-10.0,1,72
60,-10.0,1,72
65,-10.0,1,71
70,-10.0,1,71
75,-10.0,1,71
80,-10.0,1,71
85,-10.0,1,71
90,-10.0,1,71
95,-10.0,1,71
100,-10.0,1,70
105,-10.0,1,70
110,-10.0,1,70
115,-10.0,1,70
120,-10.0,1,70
125,-10.0,1,70
130,-10.0,1,70
135,-10.0,1,70
140,-10.0,1,69
145,-10.0,1,69
150,-10.0,1,69
155,-10.0,1,69
160,-10.0,1,69
165,-10.0,1,69
170,-10.0,1,69
175,-10.0,1,69
180,-10.0,1,69
185,-10.0,1,69
190,-10.0,1,68
195,-10.0,1,69
200,-10.0,1,68
205,-10.0,1,68
210,-10.0,1,68
215,-10.0,1,68
220,-10.0,1,68
225,-10.0,1,68
230,-10.0,1,68
235,-10.0,1,67
240,-10.0,1,67
245,-10.0,1,67
250,-10.0,1,67
255,-10.0,1,67
260,-10.0,1,67
265,-10.0,1,66
270,-10.0,1,67
275,-10.0,1,66
280,-10.0,1,67
285,-10.0,1,66
290,-10.0,1,67
295,-10.0,1,66
300,-10.0,1,66
0,-10.0,2,66
5,-10.0,2,66
10,-10.0,2,66
15,-10.0,2,66
20,-10.0,2,67
25,-10.0,2,67
30,-10.0,2,67
35,-10.0,2,68
40,-10.0,2,68
45,-10.0,2,68
50,-10.0,2,68
55,-10.0,2,69
60,-10.0,2,68
65,-10.0,2,69
70,-10.0,2,68
75,-10.0,2,69
80,-10.0,2,69
85,-10.0,2,69
90,-10.0,2,69
95,-10.0,2,69
100,-10.0,2,68
105,-10.0,2,69
110,-10.0,2,69
115,-10.0,2,69
120,-10.0,2,68
125,-10.0,2,68
130,-10.0,2,68
135,-10.0,2,68
140,-10.0,2,68
145,-10.0,2,68
150,-10.0,2,68
155,-10.0,2,68
160,-10.0,2,68
165,-10.0,2,68
